event_id,ts,ts_unix,event_type,strategy_id,symbol,ticket,side,open_time,close_time,duration_seconds,entry_price,exit_price,original_sl,final_sl,take_profit,volume,pnl,commission,swap,net,close_reason,mfe,mae
d9b104f26c4740c0a981864885e0bed4,2026-04-27 07:47:59.490937+00:00,1777276079.490937,position_close,eurusd_london_orb_15m,EURUSD,434626965,long,2026-04-27 07:15:05.281954+00:00,2026-04-27 10:47:36+00:00,12750,1.1734,1.17338,1.1715324565294978,1.1734107608824964,1.1780688586762555,213464.81690881003,-10.65,-10.66,0.0,-21.310000000000002,trail_stop,0.00024000000000001798,-0.0017300000000000093
2e3e4e1ddff64f01a5c357857cbe7835,2026-04-27 08:00:42.119645+00:00,1777276842.119645,position_close,eurgbp_london_orb_15m,EURGBP,434657192,long,2026-04-27 08:00:07.927771+00:00,2026-04-27 11:00:18+00:00,10810,0.86702,0.86692,0.86586811963505,0.8669441595133999,0.8698997009123752,346027.905439016,-38.07,-12.78,0.0,-50.85,trail_stop,2.0000000000020002e-05,-0.0010799999999999699
ea3b97fbf74a429f86b6b1a365ec5184,2026-04-27 08:08:26.064545+00:00,1777277306.064545,position_close,usdchf_london_orb_15m,USDCHF,434626986,short,2026-04-27 07:15:05.281954+00:00,2026-04-27 11:07:57+00:00,13971,0.78473,0.78451,0.7857707202062781,0.7844942936083709,0.7821281994843048,383043.87442005257,76.63,-15.03,0.0,61.599999999999994,trail_stop,0.0003700000000000925,-0.0009399999999999409
caa50960734d4d8bba4558c7d0fedcdc,2026-04-27 08:30:59.791526+00:00,1777278659.791526,position_close,xauusd_london_orb_15m,XAUUSD,434626948,long,2026-04-27 07:15:05.281954+00:00,2026-04-27 11:30:44+00:00,15338,4716.95,4706.72,4707.033403480789,4707.033403480789,4741.741491298026,40.2011036979991,-431.89,-2.64,0.0,-434.53,stop_loss,12.860000000000582,-8.460000000000036
a4780cf560c7425d89aeffc7a55c09ff,2026-04-27 09:02:18.929558+00:00,1777280538.929558,position_close,usdjpy_asian_orb_1h,USDJPY,434708052,short,2026-04-27 09:00:05.769835+00:00,2026-04-27 12:01:53+00:00,10907,159.148,159.142,159.61035137612538,159.13770275225076,157.99212155968655,1031.8007139890713,-14.45,-8.22,0.0,-22.67,trail_stop,0.03899999999998727,-0.1529999999999916
e88c071bae05414191a6bc50977fe67f,2026-04-27 10:01:26.178339+00:00,1777284086.178339,position_close,gbpjpy_london_orb_15m,GBPJPY,434750522,long,2026-04-27 10:00:18.297922+00:00,2026-04-27 13:00:55+00:00,10836,215.748,215.755,215.52742033013706,215.75656044018277,216.2994491746573,1802.0188589773725,10.81,-14.36,0.0,-3.549999999999999,trail_stop,0.04400000000001114,-0.23199999999999932
f695ad5cdc224977b9b64d89c9686913,2026-04-27 15:04:12.928907+00:00,1777302252.928907,position_close,usdcad_ny_orb_15m,USDCAD,435093201,long,2026-04-27 15:00:17.378626+00:00,2026-04-27 18:03:59+00:00,11021,1.3614600000000001,1.36186,1.3595151165879102,1.3618934887838805,1.366322208530225,204371.60784506347,47.07,-13.94,0.0,33.13,trail_stop,0.0007199999999998319,-0.0017300000000002314
e326020f15d34a9eb7a4d55ff974fd67,2026-04-27 15:30:02.699555+00:00,1777303802.699555,position_close,xauusd_ny_orb_15m,XAUUSD,435093162,short,2026-04-27 15:00:17.378626+00:00,2026-04-27 18:29:55+00:00,12577,4677.98,4681.1,4715.070297568311,4680.770495947185,4585.254256079222,10.716545189963508,-30.69,-0.72,0.0,-31.41,trail_stop,10.9399999999996,-34.48000000000047
ec685e9e1da648b395afada547a96994,2026-04-28 06:04:47.007195+00:00,1777356287.007195,position_close,nzdusd_asian_orb_1h,NZDUSD,435578695,short,2026-04-28 06:00:08.183273+00:00,2026-04-28 09:04:12+00:00,11043,0.58935,0.58938,0.5918290802835471,0.5893581605670941,0.5831522992911324,192396.54849642926,-36.52,-9.620000000000001,0.0,-46.14,trail_stop,0.0001500000000000945,-0.0008899999999999464
242188cd54554898a5ab69c5938b7188,2026-04-28 06:06:30.794540+00:00,1777356390.79454,position_close,gbpusd_asian_orb_1h,GBPUSD,435578669,short,2026-04-28 06:00:08.183273+00:00,2026-04-28 09:06:29+00:00,11180,1.3517299999999999,1.35196,1.3541999251830221,1.3519198503660443,1.3455551870424443,193115.55802526657,-83.01,-9.66,0.0,-92.67,trail_stop,2.9999999999752447e-05,-0.0018800000000001038
921dbb179794494687c83e522fe4be31,2026-04-28 07:00:42.797366+00:00,1777359642.797366,position_close,usdcad_asian_orb_1h,USDCAD,435626351,long,2026-04-28 07:00:05.633650+00:00,2026-04-28 10:00:18+00:00,10812,1.3647,1.36453,1.3611679081124077,1.364565816224815,1.3735302297189809,134920.98879818505,-29.66,-9.2,0.0,-38.86,trail_stop,4.999999999988347e-05,-0.0014600000000000168
c437e1635f42482d9e921fbc9e10a03a,2026-04-28 07:00:42.561223+00:00,1777359642.561223,position_close,audusd_asian_orb_1h,AUDUSD,435626329,short,2026-04-28 07:00:05.633650+00:00,2026-04-28 10:00:24+00:00,10818,0.71637,0.7165,0.7195552982222923,0.7164758946668766,0.7084067544442691,149613.79335371635,-25.46,-7.48,0.0,-32.94,trail_stop,0.00014999999999998348,-0.0019900000000000473
6975b6a131284a17b4e2b45c25f1354d,2026-04-28 07:01:17.356409+00:00,1777359677.356409,position_close,eurusd_asian_orb_1h,EURUSD,435626463,short,2026-04-28 07:00:05.633650+00:00,2026-04-28 10:00:42+00:00,10836,1.16875,1.16892,1.1727803910242984,1.1688807820485971,1.1586740224392538,118236.55003373921,-34.24,-5.9,0.0,-40.14,trail_stop,4.999999999988347e-05,-0.0025800000000000267
a5e19acf853d48769cf6d302cc970406,2026-04-28 07:41:07.693864+00:00,1777362067.693864,position_close,gbpjpy_london_orb_15m,GBPJPY,435640753,long,2026-04-28 07:15:06.911552+00:00,2026-04-28 10:40:40+00:00,12333,215.331,215.281,214.90132135788653,215.283428477182,216.40519660528363,923.6141527723601,-50.77,-7.36,0.0,-58.13,trail_stop,0.0,-0.39399999999997704
a6ca173a09df4ddd82bf7f6baf693071,2026-04-28 09:07:12.064515+00:00,1777367232.064515,position_close,eurgbp_london_orb_15m,EURGBP,435700389,long,2026-04-28 08:15:07.499117+00:00,2026-04-28 12:06:57+00:00,13909,0.86637,0.86656,0.8652382789353463,0.8665782789353463,0.869199302661634,350537.52412164403,21.05,-12.99,0.0,8.06,trail_stop,0.00029000000000001247,-0.0010499999999999954
afa3caea45ab4e20a0c000f94b429d46,2026-04-28 09:26:49.295852+00:00,1777368409.295852,position_close,xauusd_london_orb_15m,XAUUSD,435700321,short,2026-04-28 08:15:07.499117+00:00,2026-04-28 12:26:33+00:00,15085,4620.13,4617.7,4645.791086585576,4617.6610865855755,4555.977283536062,15.45967076168154,54.48,-1.0,0.0,53.48,trail_stop,5.579999999999927,-38.279999999999745
27370308664742638b2cd305c7a946c9,2026-04-28 13:49:44.417970+00:00,1777384184.41797,position_close,gbpusd_ny_orb_15m,GBPUSD,436094537,long,2026-04-28 13:45:06.442454+00:00,2026-04-28 16:49:16+00:00,11049,1.34972,1.34964,1.3460755678297407,1.3496740904396543,1.3588310804256483,108890.0085007648,-13.03,-5.42,0.0,-18.45,trail_stop,0.00031999999999987594,-0.003430000000000044
2196c9b6220544df98d4e713221567a0,2026-04-28 14:47:32.075250+00:00,1777387652.07525,position_close,usdcad_ny_orb_15m,USDCAD,436094380,short,2026-04-28 13:45:06.442454+00:00,2026-04-28 17:47:05+00:00,14518,1.36672,1.36818,1.3681595436071035,1.3681595436071035,1.363121140982241,275688.626618631,-394.1,-18.85,0.0,-412.95000000000005,stop_loss,0.0007199999999998319,-0.0012300000000000644
ce47682435bc4400ad0c1d642459832f,2026-04-29 06:01:25.248544+00:00,1777442485.248544,position_close,usdjpy_asian_orb_1h,USDJPY,436622720,long,2026-04-29 06:00:13.847072+00:00,2026-04-29 09:01:02+00:00,10848,159.708,159.682,159.50225459881335,159.6865091976267,160.22236350296663,2308.4100896580553,-62.29,-18.42,0.0,-80.71000000000001,trail_stop,0.0020000000000095497,-0.09199999999998454
97c9652b87bb425ba57768b390395f26,2026-04-29 06:26:04.911321+00:00,1777443964.911321,position_close,eurusd_asian_orb_1h,EURUSD,436622806,short,2026-04-29 06:00:13.847072+00:00,2026-04-29 09:25:29+00:00,12315,1.17007,1.16998,1.1721351378313054,1.1699602756626108,1.1649071554217363,229961.62909852536,50.58,-11.5,0.0,39.08,trail_stop,0.000280000000000058,-0.0006900000000000794
32ff5ebba5cb4b41981e3639d95aaded,2026-04-29 06:37:32.844313+00:00,1777444652.844313,position_close,gbpusd_asian_orb_1h,GBPUSD,436622766,short,2026-04-29 06:00:13.847072+00:00,2026-04-29 09:37:06+00:00,13012,1.35046,1.34989,1.3528829333385894,1.3498358666771788,1.3444026666535263,196009.16064677233,135.06,-9.78,0.0,125.28,trail_stop,0.0008500000000000174,-0.0012400000000001299
8d72543ea2d54891b9d9748b08272d25,2026-04-29 07:23:29.694809+00:00,1777447409.694809,position_close,eurusd_london_orb_15m,EURUSD,436678008,long,2026-04-29 07:15:25.497891+00:00,2026-04-29 10:23:14+00:00,11268,1.17062,1.17039,1.169512726282702,1.1704078771378368,1.1733881842932448,357631.91956398514,-89.5,-17.9,0.0,-107.4,trail_stop,0.0,-0.0009799999999999809
8b9a3e6aa4024c5aa601960c31394e12,2026-04-29 07:31:31.564425+00:00,1777447891.564425,position_close,eurgbp_london_orb_15m,EURGBP,436693985,long,2026-04-29 07:30:21.928563+00:00,2026-04-29 10:31:04+00:00,10842,0.86696,0.86692,0.8663657404036165,0.8669557404036164,0.8684456489909587,665917.6013451052,-73.21,-24.64,0.0,-97.85,manual_or_unknown,4.999999999999449e-05,-0.0007800000000000029
224d6e32235d4e2abec15ca13a37fb7c,2026-04-29 07:49:17.484746+00:00,1777448957.484746,position_close,xauusd_london_orb_15m,XAUUSD,436707774,short,2026-04-29 07:45:15.487209+00:00,2026-04-29 10:49:08+00:00,11032,4570.25,4571.64,4600.939140810374,4571.639140810374,4493.527147974066,12.886750477755802,-6.41,-0.82,0.0,-7.23,trail_stop,1.0900000000001455,-37.19999999999982
65979307c5ac45918b9c8a01e6232a1a,2026-04-29 08:36:48.413571+00:00,1777451808.413571,position_close,gbpjpy_london_orb_15m,GBPJPY,436749083,long,2026-04-29 08:30:28.469858+00:00,2026-04-29 11:36:34+00:00,11165,215.7,215.664,215.44770520618914,215.66627360825217,216.3307369845271,1567.4727925479576,-103.52,-12.52,0.0,-116.03999999999999,trail_stop,0.0,-0.22699999999997544
a515ed06906c4fe4b2b507483243226e,2026-04-29 09:17:58.777063+00:00,1777454278.777063,position_close,audusd_asian_orb_1h,AUDUSD,436777015,short,2026-04-29 09:00:13.264828+00:00,2026-04-29 12:17:56+00:00,11862,0.71556,0.71576,0.719048814057584,0.7157464421727519,0.7068379648560399,135923.02202782984,-32.61,-6.8,0.0,-39.41,trail_stop,7.999999999996898e-05,-0.0010999999999999899
02c8f1d7ee62499ba7895815aa1a6bda,2026-04-29 10:02:38.860096+00:00,1777456958.860096,position_close,usdchf_london_orb_15m,USDCHF,436827340,long,2026-04-29 10:00:18.899739+00:00,2026-04-29 13:02:28+00:00,10929,0.7902,0.79007,0.7886855972887289,0.7900907963849719,0.7939860067781779,260879.48539684666,-80.82,-10.3,0.0,-91.11999999999999,trail_stop,7.00000000000145e-05,-0.0012499999999999734
a13a0f41d3be4dc6a0202981ed22d34e,2026-04-29 13:50:18.964759+00:00,1777470618.964759,position_close,xauusd_ny_orb_15m,XAUUSD,437024531,short,2026-04-29 13:30:05.391916+00:00,2026-04-29 16:50:17+00:00,12011,4537.67,4518.51,4571.731016364152,4518.22836060692,4452.5174590896195,11.592396297826317,235.5,-0.76,0.0,234.74,trail_stop,24.26000000000022,-34.18000000000029
2c4711d93e8d4703a7767832b85f7f63,2026-04-29 14:02:58.089869+00:00,1777471378.089869,position_close,gbpusd_ny_orb_15m,GBPUSD,437093436,short,2026-04-29 14:00:04.409861+00:00,2026-04-29 17:02:47+00:00,10962,1.34782,1.3477,1.35161280309207,1.3476537374560933,1.338337992269825,104254.13352639847,9.4,-5.22,0.0,4.180000000000001,trail_stop,0.0004900000000001015,-0.003549999999999942
fcc5f5637e384ccb88ca72661927b0a1,2026-04-29 14:45:34.975068+00:00,1777473934.975068,position_close,usdcad_ny_orb_15m,USDCAD,437024598,long,2026-04-29 13:30:05.391916+00:00,2026-04-29 17:45:18+00:00,15312,1.36878,1.36852,1.3671121270397713,1.3685695027196951,1.3729496824005722,236737.36514429815,-66.34,-16.2,0.0,-82.54,trail_stop,0.0022799999999998377,-0.0016600000000002169
62bead6e42ad45898ee16b285272f736,2026-04-30 05:27:37.063671+00:00,1777526857.063671,position_close,usdjpy_asian_orb_1h,USDJPY,437692639,long,2026-04-30 05:00:04.589050+00:00,2026-04-30 08:27:17+00:00,12432,160.535,160.54,160.0571884083951,160.54537681679014,161.72952897901226,992.6249348763843,6.95,-7.98,0.0,-1.0300000000000002,trail_stop,0.04200000000000159,-0.2179999999999893
920fa854f0a74d25a9888e9ba1e1a554,2026-04-30 06:01:26.209589+00:00,1777528886.209589,position_close,gbpusd_asian_orb_1h,GBPUSD,437692672,short,2026-04-30 05:00:04.589050+00:00,2026-04-30 09:00:55+00:00,14450,1.34607,1.34581,1.3496965882162122,1.345763176432424,1.3370035294594698,130777.38682319246,51.18,-6.5600000000000005,0.0,44.62,trail_stop,0.000600000000000156,-0.0023399999999997867
abadddd7b3704b6c954d2e5673b04011,2026-04-30 07:20:21.327147+00:00,1777533621.327147,position_close,eurusd_london_orb_15m,EURUSD,437786158,long,2026-04-30 07:14:59.458106+00:00,2026-04-30 10:19:57+00:00,11097,1.16805,1.16775,1.1656228867350933,1.1677881445584886,1.174117783162267,162880.55267795245,-52.07,-8.14,0.0,-60.21,trail_stop,0.0,-0.0022699999999999942
0f604fd406be44b8a3dbf427d17465fe,2026-04-30 07:31:40.472057+00:00,1777534300.472057,position_close,usdchf_london_orb_15m,USDCHF,437797596,short,2026-04-30 07:30:27.371447+00:00,2026-04-30 10:31:38+00:00,10870,0.79064,0.79085,0.7921655681699311,0.7908207575599082,0.7868260795751723,259037.2772511681,-46.57,-10.24,0.0,-56.81,trail_stop,0.0,-0.0013900000000000023
ea61b2abc60f4fe0b67afe163d261a7c,2026-04-30 07:49:01.705924+00:00,1777535341.705924,position_close,gbpjpy_london_orb_15m,GBPJPY,437807917,long,2026-04-30 07:45:24.546845+00:00,2026-04-30 10:48:47+00:00,11002,216.582,216.54,216.12312672769445,216.54216897025927,217.72918318076384,860.8829470829737,-35.2,-6.9,0.0,-42.1,trail_stop,0.0,-0.5049999999999955
2759003dcfc04ccf953e2008cd13f045,2026-04-30 08:05:50.718430+00:00,1777536350.71843,position_close,eurusd_asian_orb_1h,EURUSD,437692737,short,2026-04-30 05:00:04.589050+00:00,2026-04-30 11:05:14+00:00,21909,1.16601,1.16907,1.1690313334258455,1.1690313334258455,1.1584566664353861,156972.37714413248,-468.04,-7.83,0.0,-475.87,stop_loss,0.0005100000000000104,-0.0023699999999999832
ae2de4723dc24496ae651343d6b45fb0,2026-04-30 08:05:51.082136+00:00,1777536351.082136,position_close,usdchf_asian_orb_1h,USDCHF,437725252,long,2026-04-30 06:00:16.427145+00:00,2026-04-30 11:05:14+00:00,18297,0.79198,0.78945,0.7894764214802661,0.7894764214802661,0.7982389462993349,189434.04661037074,-487.29,-7.49,0.0,-494.78000000000003,stop_loss,0.00031999999999998696,-0.0019000000000000128
1806d8bc357147b2b73e194f5a329ef0,2026-04-30 09:31:12.843478+00:00,1777541472.843478,position_close,xauusd_london_orb_15m,XAUUSD,437807883,long,2026-04-30 07:45:24.546845+00:00,2026-04-30 12:30:52+00:00,17127,4596.63,4626.86,4557.330535180178,4626.940535180179,4694.878662049555,10.051968946934643,320.65,-0.66,0.0,319.98999999999995,trail_stop,33.01000000000022,-54.710000000000036
